监测时间,水质类别,水温（℃）,pH(无量纲),溶氧量(mg/L),电导率（μS/cm）,浊度（NTU）,高锰酸盐指数（mg/L）,氨氮（mg/L）,总磷（mg/L）,总氮（mg/L）,站点情况,id
Sun Apr 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,9,8.29,9.55,328.4,57.9,5.17,0.031,0.057,2.12,正常,729
Sun Apr 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,14.3,8.14,8.81,651.4,21.9,3.81,0.025,0.052,5.1,正常,730
Sun Apr 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,12.1,8.4,9.64,851.5,10.6,1.55,0.025,0.036,7.22,正常,731
Sun Apr 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅰ,12.1,8.02,11.36,693.6,2.7,0.95,0.025,0.005,6.31,正常,732
Sun Apr 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,11.9,8.1,8.29,703.2,3.6,2.9,0.044,0.031,4.68,正常,733
Sun Apr 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,12.3,8.19,8.85,740.1,11.3,2.12,0.025,0.033,3.68,正常,734
Sun Apr 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,11,7.88,9.82,575.6,5,2.11,0.025,0.021,6.91,正常,735
Sun Apr 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,15.1,8.98,11.95,2908.8,16.9,5.61,0.029,0.046,0.94,正常,736
Sun Apr 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅳ,15.3,8.58,12.85,,15.8,6.38,0.025,0.096,0.84,维护,737
Sun Apr 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅳ,13.5,7.82,10.08,40341.3,61.5,3.43,1.337,0.037,1.62,正常,738
Sun Apr 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,15.4,8.4,9.92,2032.8,35.7,4.92,0.032,0.052,0.8,正常,739
Sun Apr 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,14.1,8.73,12.8,2439,24.2,4.02,0.048,0.042,2.75,正常,740
Sun Apr 14 2024 00:00:00 GMT+0800 (GMT+08:00),劣Ⅴ,16.3,9.22,20.04,1047.7,10.7,5.01,0.046,0.036,0.87,正常,741
Sun Apr 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,16.6,8.4,12.07,1076.9,6.8,5.01,0.035,0.074,6.63,正常,742
Sun Apr 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,16.1,8.31,9.67,950.7,5.3,4.33,0.096,0.08,6.69,正常,743
Sun Apr 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,16.7,7.78,7.63,980.9,9.1,3.33,0.19,0.034,2.22,正常,744
Sun Apr 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,15.1,8.78,15.39,887.1,7.7,4.01,0.037,0.056,5.39,正常,745
Sun Apr 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,16.8,7.98,13.54,1015.8,1.4,5.1,0.105,0.054,3.17,正常,746
Sun Apr 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,17.8,8.9,13.54,1229.5,10.5,4.5,0.025,0.047,2.62,正常,747
Sun Apr 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,18.2,8.61,7.79,1409.6,36.3,4.92,0.025,0.027,0.51,正常,748
Sun Apr 14 2024 00:00:00 GMT+0800 (GMT+08:00),劣Ⅴ,17.5,9.04,9.58,318,5.3,1.6,0.025,0.009,1.57,正常,749
Sun Apr 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,16.2,7.86,8.61,788.3,6.6,3.9,0.042,0.037,3.56,正常,750
Sun Apr 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,16.9,8.17,9.92,652,2.4,3.48,0.025,0.024,2.73,正常,751
Sun Apr 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,15.8,8.27,10.33,1062.7,2.6,4.33,0.074,0.015,0.67,正常,752
Sun Apr 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,16.3,8.54,10.73,1019.2,5.2,3.82,0.025,0.019,0.78,正常,753
Sun Apr 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,16.6,7.98,9.57,791.8,1.2,3.77,0.025,0.019,1.89,正常,754
Sun Apr 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,15.9,7.94,9.49,1269.9,19.9,3.87,0.233,0.095,5.45,正常,755
Sun Apr 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅰ,8.2,8.39,11.25,822.8,7.7,1.66,0.025,0.005,2.69,正常,756
Sun Apr 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,11.6,8.05,9.11,1062.1,41.2,5.72,0.029,0.132,6.07,正常,757
Sun Apr 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,12.8,8.22,12.01,595.4,26.6,1.76,0.163,0.133,7,正常,758
Sun Apr 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,11.2,8.49,9.68,1202.3,7.1,3.48,0.216,0.035,2.69,正常,759
Sun Apr 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,9.3,8.4,11.87,797.3,27.3,1.15,0.025,0.067,6.48,正常,760
Sun Apr 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,13.5,8.02,8.92,1176.9,15.5,3.61,0.025,0.071,0.77,正常,761
Sun Apr 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,13.2,7.8,5.78,1966.5,11.5,4.2,0.025,0.069,0.99,正常,762
Sun Apr 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,14.5,7.85,9.01,539.5,36.3,2.28,0.025,0.027,4.04,正常,763
,,,,,,,,,,,维护,764
Sun Apr 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,17.5,8.22,8.94,688.2,16.5,1.77,0.025,0.025,4.19,正常,765
Sun Apr 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,14.8,8.12,10.63,862.1,34.4,3.89,0.026,0.028,2.98,正常,766
Sun Apr 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,9.4,7.89,10.31,700.4,2.8,2.52,0.106,0.02,0.92,正常,767
Sun Apr 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,16.6,7.93,7.73,1067.4,71.4,4.56,0.145,0.133,6.94,正常,768
Sun Apr 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,13.4,8.07,10.27,518.1,2.9,2.28,0.025,0.011,0.86,正常,769
Sun Apr 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,13.8,8.06,8.02,639.2,51.1,3.01,0.04,0.081,2.61,正常,770
Sun Apr 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅰ,18.2,8.42,9.71,812.3,5.6,1.93,0.025,0.019,3.72,正常,771
Sun Apr 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅰ,11.1,8.54,11.38,562.3,5.2,1.36,0.025,0.007,2.68,正常,772
Sun Apr 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,14.9,8.41,9.39,673.9,39,3.92,0.025,0.084,3.51,正常,773
Sun Apr 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,8.5,7.87,9.79,729,7.2,2.64,0.025,0.02,4.4,正常,774
Sun Apr 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,14.7,8.07,10.23,588.8,23.8,0.63,0.025,0.028,4.11,正常,775
Sun Apr 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅳ,16.3,8.17,7.77,,52.9,7.46,0.16,0.092,18.87,维护,776
Sun Apr 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅳ,16.4,8.1,8.59,1386.2,176.2,6.64,0.025,0.132,4.6,正常,777
Sun Apr 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,16.3,8.3,10.9,730.3,28.5,5.23,0.025,0.044,2.12,正常,778
Sun Apr 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,15.4,8.27,10.17,906.1,50.6,1.43,0.025,0.033,2.34,正常,779
Sun Apr 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,19.2,8.16,8.03,2736.6,90,5.78,0.714,0.183,5.49,正常,780
Sun Apr 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,15.4,8.29,11,864.3,17.2,1.42,0.025,0.045,4.56,正常,781
Sun Apr 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,18,7.92,9.13,1817.4,32.6,5.77,0.025,0.143,8.32,正常,782
Sun Apr 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅳ,10.3,8.19,9.74,1081.3,162.5,7.55,0.025,0.081,7,正常,783
Sun Apr 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,11.3,8.14,8.22,714.7,15.6,1.34,0.025,0.088,5.53,正常,784
Sun Apr 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,15.1,7.71,6.17,1069.4,15.1,3.34,0.284,0.113,6.18,正常,785
Sun Apr 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,13.2,8.23,10.05,584.1,3.7,1.8,0.025,0.04,3.82,正常,786
Sun Apr 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,11.6,8.19,9.82,504.8,31.6,0.95,0.025,0.021,4.72,正常,787
Sun Apr 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,12.1,8.31,8.78,864,10.7,1.88,0.025,0.026,3.24,正常,788
Sun Apr 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,18.5,8.18,8.64,1479.7,59.1,3.76,0.149,0.099,4.54,正常,789
Sun Apr 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,16.7,8.76,9.25,791,30.3,2.75,0.025,0.045,2.65,正常,790
Sun Apr 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,12.8,8.1,6.75,608.1,22,1.83,0.171,0.068,3.95,正常,791
Sun Apr 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅰ,13.2,8.44,9.67,649.2,1.7,1.41,0.025,0.005,4.55,正常,792
Sun Apr 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,15.9,8.54,8.66,1149.1,5.9,3.68,0.025,0.054,3.13,正常,793
Sun Apr 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,15,8.57,8.68,734.7,41,2.37,0.025,0.06,2.4,正常,794
Sun Apr 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,17.2,8.16,6.95,1052.6,18.3,3.22,0.025,0.129,5.12,正常,795
Sun Apr 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅰ,8.2,8.2,9.56,590.6,1.3,1.42,0.025,0.005,2.21,正常,796
Sun Apr 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,17.3,8.03,6.69,1055.8,30.8,5.04,0.327,0.113,4.16,正常,797
Sun Apr 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,13.4,8.43,8.78,1039.8,1096.6,3.47,0.027,0.01,2.17,正常,798
Sun Apr 14 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,14.2,8.24,10.12,1051.6,552.5,3.12,0.026,0.059,2.76,正常,799
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅳ,14.8,8.08,7.86,1820.9,44.9,7.81,0.208,0.129,1.6,正常,800
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,14.2,8.31,9.17,1037.7,309.6,2.96,0.026,0.065,2.03,正常,801
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,3.5,7.38,11.7,99.3,8.8,2.06,0.025,0.025,1.04,正常,802
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,7.3,7.33,11.71,84.8,3.5,2.9,0.025,0.018,0.89,正常,803
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,13.1,8.61,9.98,1069.2,239.4,1.9,0.025,0.05,2.94,正常,804
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅳ,14.9,8.69,8.41,,18.6,7.49,0.026,0.041,1.1,维护,805
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,14.1,8.66,9.94,851.8,103.1,2.19,0.025,0.036,2.4,正常,806
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅰ,6.8,8.45,10.37,798.8,15.1,1.48,0.025,0.011,4.9,正常,807
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅴ,2.7,6.69,11.76,138.3,26.3,11.58,0.231,0.228,2.18,正常,808
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),,11.2,7.63,9.91,328.2,206.1,7.81,,0.082,4.21,维护,809
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,12.4,8.6,9.81,986.6,147.7,2.5,0.2,0.032,2.75,正常,810
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅳ,14.8,7.93,8.46,936.5,44.6,8.86,0.22,0.16,6.52,正常,811
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,13.5,7.62,8.6,741.2,7.3,5.57,0.147,0.108,4.4,正常,812
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,13.2,7.96,8.03,757.9,13.8,3.35,0.045,0.052,3.1,正常,813
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,14,7.32,11.9,806.7,4.9,2.79,0.025,0.041,8.14,正常,814
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅳ,12.2,8.49,10.25,646.2,25.6,7.34,0.029,0.069,3.58,正常,815
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,12.9,7.62,9.6,581.6,0.5,2.59,0.034,0.019,0.5,正常,816
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅰ,13,8.06,10.31,287.7,5.8,1,0.028,0.015,2.43,正常,817
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,13.4,8.78,12.04,519.3,14.4,3.38,0.046,0.057,2.62,正常,818
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,12.2,8.06,10.71,559.7,9.3,3.54,0.025,0.039,3.86,正常,819
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,12.7,8.02,9.76,776.2,4.7,2.74,0.053,0.061,4.07,正常,820
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅰ,10.1,7.38,11.3,133.1,6.2,2,0.031,0.017,1.99,正常,821
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),劣Ⅴ,12.5,9.05,9.17,261.4,5.7,1.75,0.036,0.035,2.76,正常,822
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,15.3,8.56,14.47,793.4,19,5.46,0.058,0.117,6.61,正常,823
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,13.4,8.44,9.63,763.9,9.5,4,0.475,0.085,4.93,正常,824
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,10.6,7.61,8.71,330.1,3.8,1.44,0.043,0.03,2.65,正常,825
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅰ,9,7.84,10.25,399.9,1.6,0.93,0.025,0.006,3.41,正常,826
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,12.8,8.45,10.6,672.7,23.7,3.8,0.255,0.09,6.09,正常,827
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,7.1,7.56,14.38,252.8,3,2.05,0.025,0.016,2.83,正常,828
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,13.2,8.41,12.13,548.4,12.1,1.64,0.074,0.031,5.22,正常,829
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,13.9,7.74,9.04,543.3,6.1,2.02,0.052,0.038,3.46,正常,830
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅰ,12.2,8.25,12.83,283.1,5,1.55,0.026,0.024,3.86,正常,831
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅰ,12.2,7.77,10.83,263.2,4.5,1.2,0.025,0.014,3.66,正常,832
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,10.8,8.47,11.59,293.9,7.8,2.27,0.025,0.01,4.47,正常,833
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅰ,9.7,7.82,10.05,195.3,8.6,1.51,0.025,0.009,3.39,正常,834
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅰ,12,8,11.28,302.9,10.8,0.97,0.025,0.016,2.6,正常,835
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,11.6,7.72,7.93,476.8,7.5,2.29,0.483,0.043,4.56,正常,836
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅰ,8.6,7.56,9.62,343.8,1.9,0.54,0.027,0.01,5.57,正常,837
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅰ,8.9,7.43,9.89,114.9,4.7,0.57,0.025,0.005,3.46,正常,838
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅰ,8.7,7.47,9.99,166,2.8,1.54,0.025,0.013,1.95,正常,839
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,10.1,8.94,11.71,223.8,5.8,2.15,0.025,0.024,2.86,正常,840
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅰ,10.9,7.13,10.82,506,1.8,0.67,0.081,0.009,3.51,正常,841
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,7.8,8.04,10.76,718.8,15.2,2.23,0.034,0.027,3.1,正常,842
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,11.6,8.19,9.65,881.9,17,2.97,0.028,0.04,5.81,正常,843
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,11.4,8,8.48,805.5,18.6,3.01,0.389,0.063,5.4,正常,844
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,13.4,8.17,9.27,686.8,21.7,2.94,0.025,0.042,8.41,正常,845
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,13,8.22,8.65,422.8,12.7,3.34,0.059,0.033,0.66,正常,846
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,11.4,8.29,8.02,1220.1,21.1,2.5,0.061,0.06,13.24,正常,847
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅳ,6.8,7.45,4.35,1054.4,10.5,3.86,0.079,0.088,9.83,正常,848
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅰ,13.1,8.33,12.53,287.2,4.8,1.02,0.038,0.015,5.14,正常,849
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,13.9,7.85,10.16,649.7,15.1,2.9,0.041,0.043,7.47,正常,850
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,8.8,7.87,8.22,602.3,4.8,2,0.517,0.021,5.89,正常,851
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,17.2,8.24,9.99,891.6,14.6,2.5,0.048,0.041,3.64,正常,852
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,16.6,8.56,11.02,1128.3,11.3,3.41,0.066,0.032,2.47,正常,853
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,17.6,7.29,11.16,872.6,10.8,5.34,0.039,0.04,4.08,正常,854
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,18.7,8.18,10.04,881.6,2.6,5.27,0.064,0.053,8.03,正常,855
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,19.7,7.74,10.98,1191.8,12,3.51,0.069,0.037,9.89,正常,856
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,17,8.35,12.23,1119.1,20.3,3.84,0.027,0.03,1.89,正常,857
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,20.1,7.66,8.64,908.6,8.3,3.36,0.025,0.054,6.35,正常,858
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,17.8,8.53,13.08,1055.8,5.5,2.91,0.068,0.05,4.89,正常,859
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,16.8,7.75,8.55,1015.3,25.4,3.36,0.089,0.044,3.97,正常,860
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,19.1,8.22,11.78,1029.4,13.5,4.42,0.025,0.071,4.06,正常,861
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,17.7,7.69,11.09,1210.9,34.4,3.35,0.153,0.078,7.21,正常,862
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,22.3,8.95,19.34,1207.5,11.4,4.97,0.053,0.121,6.9,正常,863
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),劣Ⅴ,19.6,9.09,17.14,1163.6,4.1,4.94,0.048,0.077,5.74,正常,864
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,17.3,8.32,10.77,422.5,3.2,2.51,0.025,0.005,1.15,正常,865
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,17.6,8.1,9.41,842.4,31.2,5.18,0.345,0.089,4.95,正常,866
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,11.2,8.3,12.04,436.8,3.9,2.48,0.025,0.005,1.28,正常,867
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅰ,14,8.11,10.16,501.3,15.7,1.34,0.025,0.005,4.41,正常,868
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅰ,19.3,8.23,13.89,574.8,4.3,1.37,0.025,0.013,5.16,正常,869
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,17.4,8.53,14.21,586.8,8,2.88,0.025,0.005,3.78,正常,870
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,15.4,8.29,9.77,587.4,4.6,1.29,0.127,0.038,11.41,正常,871
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),,17.4,8.18,9.69,1100,11.3,,0.12,0.054,1.04,维护,872
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),劣Ⅴ,18,9.06,12.44,852.8,7.9,4.62,0.032,0.044,0.94,正常,873
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,18.6,8.78,23.23,786.9,3.9,3.29,0.05,0.046,1.02,正常,874
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),劣Ⅴ,17.4,9.04,17,1366.2,5.8,4.53,0.067,0.059,1.16,正常,875
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅰ,17.1,8.33,9.46,282.2,1.3,1.58,0.025,0.005,1.08,正常,876
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),劣Ⅴ,17.8,9.01,20.03,,8.9,5.75,0.07,0.143,2,维护,877
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅰ,16.1,8.13,9.92,286.7,5.4,1.52,0.025,0.005,1.1,正常,878
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,18.3,8.14,12.14,971.8,0.9,5.63,0.116,0.06,5.63,正常,879
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,16,8.81,9.52,1005.9,6.8,3.81,0.025,0.042,2.39,正常,880
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,16.2,8.33,12.48,23.9,14.4,5.02,0.025,0.058,4.76,正常,881
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),劣Ⅴ,16.9,9.16,16.8,26678,20,12.5,0.261,0.159,2.27,正常,882
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,18,8.42,9.12,21673.6,17.7,3.95,0.337,0.034,1.11,正常,883
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅳ,19.3,7.73,6.99,35486,446.7,6.51,0.356,0.129,1.61,正常,884
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,14.2,7.75,5.51,2288.4,9.3,5.32,0.174,0.053,4.64,正常,885
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅳ,17.1,8.9,19.84,15937,47,8.57,0.181,0.119,2.02,正常,886
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅳ,15.8,8.82,13.06,1849.2,22.6,6.16,0.032,0.078,4.85,正常,887
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,15.2,8.4,10.83,550.6,2.4,3.63,0.04,0.02,1.14,正常,888
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,15.4,8.28,9.11,515.2,2.8,2.76,0.025,0.017,1.15,正常,889
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,18.9,8.69,11.62,652.8,5.1,2.22,0.025,0.025,8.06,正常,890
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,17.2,8.29,10.36,831,13.9,2.44,0.025,0.029,11.06,正常,891
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅰ,17.9,8.77,12.62,744.7,1.5,1.45,0.025,0.015,9.52,正常,892
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,17,8.93,19.12,511.2,4.4,3.47,0.025,0.027,1.05,正常,893
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅲ,19,8.45,23.85,627.1,28,4.2,0.025,0.035,3.11,正常,894
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,19.3,7.9,8.64,1161,11.1,0.68,0.078,0.036,4.41,正常,895
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅰ,19.5,8.25,10.73,950.9,23.5,1.03,0.032,0.02,6.6,正常,896
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅰ,18.2,8.47,10.32,501.8,4.3,1.52,0.025,0.008,1.82,正常,897
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅳ,17.9,8.26,5.77,1355.4,18.5,7.14,0.14,0.111,7.4,正常,898
Mon Apr 15 2024 00:00:00 GMT+0800 (GMT+08:00),Ⅱ,12.2,8.89,14.65,558.7,1.9,2.03,0.025,0.015,3.17,正常,899
